Titulo;Subtitulo;Autores;Editorial;Fecha_Publicacion;ISBN_13;ISBN_10;Paginas;Categorias;Tipo;Lenguaje;Imagen;Rating;Opiniones;Precio_Lista;Moneda_Lista;Precio_Venta;Moneda_Venta
El mundo sin nosotros;;Alan Weisman;DEBOLS!LLO;2014-03-06;9788490622643;8490622647;432;Science;BOOK;es;http://books.google.com/books/content?id=iIfdAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;244.99;ARS;244.99;ARS
La física de los superhéroes;;James Kakalios;Ediciones Robinbook;2006;9788496222724;8496222721;368;Education;BOOK;es;http://books.google.com/books/content?id=b-TgMbgUMPEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;2;;;;
Nunca fuimos modernos;ensayo de antropología simétrica;Bruno Latour;;2007;9789871220854;9871220855;221;Literary Collections;BOOK;es;http://books.google.com/books/content?id=mdQBJgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Todos Hacemos Caca;;Taro Gomi;Kane Miller Book Pub;1997;9780916291778;0916291774;27;Juvenile Nonfiction;BOOK;en;http://books.google.com/books/content?id=d64OPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
En busca del gato de Schrödinger;la fascinante historia de la mecánica cuántica;John Gribbin;;1985;9788434583849;8434583844;245;Quantum theory;BOOK;es;;;;;;;
La biología de la creencia (Edición 10º Aniversario);La liberación del poder de la conciencia, la materia y los milagros;Bruce H. Lipton;La Esfera de los Libros;2016-04-19;9788490607046;8490607044;400;Psychology;BOOK;es;http://books.google.com/books/content?id=oQ3-CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;380.38;ARS;266.27;ARS
El Gran Libro Del Cuerpo Humano;;Alice Roberts;DK;2018-09-25;9781465478788;1465478787;528;;BOOK;es;http://books.google.com/books/content?id=JAJ5tgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Modernist Cuisine at Home;;Nathan Myhrvold|Maxime Bilet;;2013;9783836546508;3836546507;379;Cooking;BOOK;es;http://books.google.com/books/content?id=XjLYAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
El capital en el siglo XXI;;Thomas Piketty;Fondo de Cultura Economica;2014-11-24;9786071624642;6071624649;608;Business & Economics;BOOK;es;http://books.google.com/books/content?id=ZiaUBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;666.6;ARS;466.62;ARS
Autocontrol;;Kelly Mcgonigal;Urano;2016-07-31;9788415870920;8415870922;384;;BOOK;es;http://books.google.com/books/content?id=5kosjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Las 33 estrategias de la guerra / The 33 Strategies of War;;Robert Greene|Joost Elffers;Oceano De Mexico;2011;9786074004458;6074004455;536;Business & Economics;BOOK;es;http://books.google.com/books/content?id=DySBMAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Recuerdo de Solferino;Con la biografia del fundador de la Cruz Roja;Henry Dunant|V. Santiago|Gilbert Sigaux;;1965;;;254;;BOOK;es;;;;;;;
Mala ciencia;No te dejes engañar por curanderos, charlatanes y otros farsantes;Ben Goldacre;Grupo Planeta Spain;2011-09-06;9788449326172;8449326176;367;Science;BOOK;es;http://books.google.com/books/content?id=ntVLrO-yaTIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3.5;2;;;;
CANASTAS SAGRADAS. Lecciones espirituales de un guerrero de los tableros;;Phil Jackson|Hugh Delehanty;Editorial Paidotribo;2007-07-30;9788480196345;8480196343;232;Sports & Recreation;BOOK;es;http://books.google.com/books/content?id=FGg0-Anc6wMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.5;3;;;;
La sexta extinción;Una historia nada natural;ELIZABETH KOLBERT;Grupo Planeta Spain;2015-01-20;9788498927986;8498927986;0;Nature;BOOK;es;http://books.google.com/books/content?id=QvfqBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;299.99;ARS;299.99;ARS
El último teorema de Fermat;;Simon Singh;;1999;9789580448655;9580448655;463;Fermat's last theorem;BOOK;en;;4;1;;;;
Saber comer;64 reglas básicas para aprender a comer bien;Michael Pollan;DEBATE;2012-05-24;9788499921976;8499921973;176;Health & Fitness;BOOK;es;http://books.google.com/books/content?id=ZjKRA9Mh7v0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;314.99;ARS;314.99;ARS
Tiempo, amor, memoria;en busca de los orígenes del comportamiento;Jonathan Weiner;;2001;9788422686750;8422686759;467;;BOOK;es;;;;;;;
Consilience;la unidad del conocimiento;Edward O. Wilson;;1999;9788481092394;8481092398;484;Biography & Autobiography;BOOK;es;;;;;;;
El jinete pálido;1918: La epidemia que cambió el mundo;Laura Spinney;Editorial Crítica;2018-02-06;9788417067885;8417067884;0;History;BOOK;es;http://books.google.com/books/content?id=geNHDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;319.99;ARS;319.99;ARS
Vitaminas para no olvidar;;Rachel Khong;Planeta México;2018-11-15;9786070752452;6070752457;0;Fiction;BOOK;es;http://books.google.com/books/content?id=19BwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;219.99;ARS;219.99;ARS
Una mente inquieta;Testimonio sobre afectos y locura;Kay R. Jamison;Tusquets Editores, S.A.;1996;9788472239623;8472239624;224;Education;BOOK;es;http://books.google.com/books/content?id=jPa7AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
La evolución de Calpurnia Tate;;Jacqueline Kelly;Roca editorial;2012-03-25;9788499181660;849918166X;0;Fiction;BOOK;es;http://books.google.com/books/content?id=MQIMnBeNhc4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;16;110;ARS;74.8;ARS
Madre tigre, hijos leones;una forma diferente de educar a las fieras de la casa;Amy Chua;Temas de Hoy;2011;9788499980379;8499980376;282;Self-Help;BOOK;es;http://books.google.com/books/content?id=D-ZsD72PQ6kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Gray. Anatomía para estudiantes;;Richard L. Drake|Adam M.W. Mitchell|A. Wayne Vogl;Elsevier España;2010-05-20;9788480868358;848086835X;1136;Medical;BOOK;es;http://books.google.com/books/content?id=lLFpzfYrHF8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.5;2;;;;
Alma en libertad;El viaje más allá de ti mismo;Michael A. Singer;;2010-01;9788484452928;8484452921;256;Body, Mind & Spirit;BOOK;es;http://books.google.com/books/content?id=R_TFcQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Cómo hacer que tus hijos te escuchen. Guía de supervivencia para padres con hijos de 2 a 7 años;;Joanna Faber|Julie King;Océano;2018-03-30;9786075275123;6075275126;372;Family & Relationships;BOOK;es;http://books.google.com/books/content?id=2seLDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
La ciencia de ser padres;consejos prácticos sobre el sueño, el llanto, el juego y la consecución de un bienestar emocional para toda la vida;Margot Sunderland;ILUSTRADOS GRIJALBO/LUMEN;2007;;;288;Social Science;BOOK;es;http://books.google.com/books/content?id=UZACMQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
El Libro de la Ciencia;;;DK;2017-09-26;9781465471703;1465471707;352;Science;BOOK;es;http://books.google.com/books/content?id=ExKXswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Cocinar;Una historia natural de la transformación;Michael Pollan;DEBATE;2014-02-13;9788499924182;8499924182;480;Cooking;BOOK;es;http://books.google.com/books/content?id=_O2kAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;419.99;ARS;419.99;ARS
Rosa Pionera, ingeniera;;Andrea Beaty|David Roberts;BEASCOA;2018-10-11;9788448851606;8448851609;48;Juvenile Fiction;BOOK;es;http://books.google.com/books/content?id=kuNjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;174.99;ARS;174.99;ARS
Conversaciones de física con mi perro;;Chad Orzel;Grupo Planeta (GBS);2015-06;9788434422537;8434422530;224;Science;BOOK;es;http://books.google.com/books/content?id=o5z2CQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Manual de anestesia local;--;Stanley F. Malamed;Elsevier España;2013-04-24;9788490221372;8490221375;432;Medical;BOOK;es;http://books.google.com/books/content?id=odl8XOjXtMEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Cómo nos llega la muerte;reflexiones sobre la etapa final de la vida;Sherwin B. Nuland;;1998;9789580428534;9580428530;387;;BOOK;es;;;;;;;
Cómo estar mentalmente equilibrado;;Philippa Perry;B BOOKS (SELLO);2012-07-09;9788490191699;8490191697;0;Literary Collections;BOOK;es;http://books.google.com/books/content?id=7Ko4AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Disciplina sin lágrimas;Una guía imprescindible para orientar y alimentar el desarrollo mental de tu hijo;Daniel J. Siegel|Tina Payne Bryson;B DE BOOKS;2015-01-14;9788490199398;8490199396;304;Education;BOOK;es;http://books.google.com/books/content?id=SPcnBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;279.99;ARS;279.99;ARS
Lo que hay que tener;;Tom Wolfe;;1997;9788433912336;843391233X;353;Fiction;BOOK;en;http://books.google.com/books/content?id=7rLRAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Sobre el crecimiento y la forma;;D¿Arcy Thompson;Ediciones AKAL;2011-03-04;9788446033394;8446033399;336;Education;BOOK;es;http://books.google.com/books/content?id=qFVZ-lEswB8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
La Ciudad Perdida del Dios Mono;;Douglas Preston;Literatura Random House;2018-06-29;9786073168175;6073168179;384;Literary Criticism;BOOK;es;http://books.google.com/books/content?id=CYJaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;349.99;ARS;349.99;ARS
Vida Secreta de Los Arboles;;Peter Wohlleben;Obelisco;2016-10-31;9788491110835;8491110836;224;Science;BOOK;en;http://books.google.com/books/content?id=UX_2jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
La Red Secreta de la Naturaleza;;Peter Wohlleben;Obelisco;2019-06-30;9788491114192;849111419X;208;Nature;BOOK;es;http://books.google.com/books/content?id=CZ3IwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Tratamiento de Oclusión y Afecciones Temporomandibulares;;Jeffrey P. Okeson;Elsevier España;2003;9788481746846;8481746843;672;Medical;BOOK;es;http://books.google.com/books/content?id=vbbZLrYE2LEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;17;;;;
Cada corazón, un umbral;;Seanan McGuire;Alianza Editorial;2018-06-28;9788491812012;8491812016;184;Fiction;BOOK;es;http://books.google.com/books/content?id=gR9dDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Paper Girls;;Brian K. Vaughan|Cliff Chiang;Planeta DeAgostini Cómics;2019-01-15;9788491738329;8491738320;0;Comics & Graphic Novels;BOOK;es;http://books.google.com/books/content?id=JMB9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;34.99;ARS;34.99;ARS
Cazadores de microbios;;Paul de Kruif;SELECTOR;;9786074535471;6074535477;80;Juvenile Fiction;BOOK;es;http://books.google.com/books/content?id=XbJIDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;127.28;ARS;86.55;ARS
Tecnologia medieval y cambio social / Medieval Technology and Social Change;;Lynn White;Paidos Iberica Ediciones S A;1990;9788475092942;8475092942;192;History;BOOK;en;http://books.google.com/books/content?id=1tlxAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Cómo hablar para que los niños escuchen y cómo escuchar para que los niños hablen;;Adele Faber|Elaine Mazlish;;2015;9786070727672;6070727673;367;Interpersonal communication;BOOK;es;;;;;;;
A química em banda desenhada;;Larry Gonick|Craig Criddle|Raquel Gonçalves|Jorge Lima|Maria de Fátima Saint-Aubyn;;;9789896161125;9896161127;256;;BOOK;pt;;;;;;;
Botanica Para Bebedores;;Amy Stewart;Salamandra;2018-02-06;9788416295098;8416295093;408;Cooking;BOOK;es;http://books.google.com/books/content?id=8nEWtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
La paradoja;un relato sobre la verdadera esencia del liderazgo;James C. Hunter;Ediciones Urano;1999;9788479533656;847953365X;173;Psychology;BOOK;es;http://books.google.com/books/content?id=JZwcSAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;5;1;;;;
Biomaterials Science;An Integrated Clinical and Engineering Approach;Yitzhak Rosen|Noel Elman;CRC Press;2012-06-06;9781439804049;1439804044;310;Medical;BOOK;en;http://books.google.com/books/content?id=kcoeYDazWgIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
EL SUEÑO O LA ASTRONOMÍA DE LA LUNA;;KEPLER , JOHANNES|SOCAS , FRANCISCO;Servicio de Publicaciones de la Universidad de Huelva;2017-02-20;9788416872664;841687266X;229;Science;BOOK;es;http://books.google.com/books/content?id=V_4nDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;214.23;ARS;149.96;ARS
Popular Science;;;;1909-02;;;102;;MAGAZINE;en;http://books.google.com/books/content?id=DyADAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1944-05;;;264;;MAGAZINE;en;http://books.google.com/books/content?id=0CoDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1985-08;;;116;;MAGAZINE;en;http://books.google.com/books/content?id=ewAAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Cuchillo de agua;;Paolo Bacigalupi;FANTASCY;2016-06-16;9788415831969;841583196X;608;Fiction;BOOK;es;http://books.google.com/books/content?id=o6EGDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;454.99;ARS;454.99;ARS
Dr. Arrowsmith;;Sinclair Lewis;Nordica;2013-07-20;9788415564836;841556483X;0;Fiction;BOOK;es;http://books.google.com/books/content?id=m0LCFo09FtYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;134.67;ARS;91.58;ARS
Popular Science;;;;1920-09;;;146;;MAGAZINE;en;http://books.google.com/books/content?id=7CkDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Popular Science;;;;2008-12;;;132;;MAGAZINE;en;http://books.google.com/books/content?id=3DsEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Communicating Science;;Eileen Scanlon|Roger Hill|Kirk Junker;Psychology Press;1999;9780415197502;0415197503;315;Science;BOOK;en;http://books.google.com/books/content?id=KRc2OL0vQ24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
The Environment;Challenges for the Chemical Sciences in the 21st Century;National Research Council|Division on Earth and Life Studies|Board on Chemical Sciences and Technology|Committee on Challenges for the Chemical Sciences in the 21st Century|Organizing Committee for the Workshop on the Environment;National Academies Press;2003-10-05;9780309087193;0309087198;190;Science;BOOK;en;http://books.google.com/books/content?id=lxadAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Un blues mestizo;;Esi Edugyan;ALBA Editorial;2012-02-25;9788484287193;848428719X;383;Fiction;BOOK;es;http://books.google.com/books/content?id=MfL37HQOw5AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;131.99;ARS;89.75;ARS
Competition Science Vision;;;;2004-07;;;136;;MAGAZINE;en;http://books.google.com/books/content?id=yugDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
El pequeño libro negro de neurología;;Osama O. Zaidat|Alan J. Lerner;Elsevier España;2003;9788481746877;8481746878;432;Medical;BOOK;es;http://books.google.com/books/content?id=MlA2r5IKQvMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;9;;;;
Counting with Frida / Contando con Frida (Lil' Libros: English - Spanish);A Bilingual Counting Book;Patty Rodríguez|Ariana Stein;;2014-04-01;9781495126567;1495126560;0;Counting;BOOK;en;http://books.google.com/books/content?id=z9vSoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Competition Science Vision;;;;2004-06;;;136;;MAGAZINE;en;http://books.google.com/books/content?id=yegDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Competition Science Vision;;;;2007-02;;;136;;MAGAZINE;en;http://books.google.com/books/content?id=3-cDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;2;;;;
Atlas de anatomia humana 3 Ed;;Frank H. Netter;;2006;9788445812976;8445812971;542;Human anatomy;BOOK;en;;;;;;;
Popular Science;;;;1925-02;;;170;;MAGAZINE;en;http://books.google.com/books/content?id=rCkDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
La gran cadena del ser;;Arthur O. Lovejoy;Icaria Editorial;1983;9788474260908;8474260906;430;;BOOK;es;http://books.google.com/books/content?id=THS0lbbxkUcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;1;;;;
e-Learning and the Science of Instruction;Proven Guidelines for Consumers and Designers of Multimedia Learning;Ruth C. Clark|Richard E. Mayer;John Wiley & Sons;2011-08-16;9780470874301;0470874309;528;Business & Economics;BOOK;en;http://books.google.com/books/content?id=vdqSBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.5;2;;;;
Bichos y demás parientes;;Gerald Durrell;Alianza Editorial Sa;1997;9788420633367;8420633364;318;Fiction;BOOK;en;http://books.google.com/books/content?id=2FPQwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Dorland diccionario enciclopédico ilustrado de medicina;;;Elsevier Health Sciences;2005;9788481747904;8481747904;2210;Medical;BOOK;es;http://books.google.com/books/content?id=Sb7Nr4aVovEC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Proceedings of the Section on Bayesian Statistical Science;;American Statistical Association. Section on Bayesian Statistical Science;;1998;;;71;Bayesian statistical decision theory;BOOK;en;http://books.google.com/books/content?id=IhvvAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
The Blackwell Guide to the Philosophy of the Social Sciences;;Stephen P. Turner|Paul A. Roth;John Wiley & Sons;2008-04-15;9780470756478;0470756470;400;Philosophy;BOOK;en;http://books.google.com/books/content?id=Qa9xASpBktwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;3966.97;ARS;2776.88;ARS
Science on Stage;From Doctor Faustus to Copenhagen;Kirsten Shepherd-Barr;Princeton University Press;2018-06-05;9780691188232;0691188238;0;Performing Arts;BOOK;en;http://books.google.com/books/content?id=VQBaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1270.7;ARS;889.49;ARS
El Castillo Otranto;;Horace Walpole;Instituto Distrital para las Artes- Idartes;2018-05-23;9789588898407;9588898404;0;Fiction;BOOK;es;http://books.google.com/books/content?id=zcWHDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;0;ARS;0;ARS
Competition Science Vision;;;;2001-07;;;136;;MAGAZINE;en;http://books.google.com/books/content?id=j-gDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Revolución en la ciencia;;I. Bernard Cohen;;1989;9788474323245;847432324X;561;Science;BOOK;en;http://books.google.com/books/content?id=30h4AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;5;1;;;;
The Social Science Encyclopedia;;Adam Kuper;Routledge;2003-12-16;9781134450831;1134450834;952;Reference;BOOK;en;http://books.google.com/books/content?id=t3ii1bCrTJ4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;2122.04;ARS;1678.23;ARS
Popular Science;;;;1910-08;;;102;;MAGAZINE;en;http://books.google.com/books/content?id=GiADAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Matar a Un Ruisenor;;Harper Lee;CreateSpace;2015-03-26;9781511464536;1511464534;210;;BOOK;es;http://books.google.com/books/content?id=IfZargEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Popular Science;;;;1918-08;;;222;;MAGAZINE;en;http://books.google.com/books/content?id=migDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1926-12;;;168;;MAGAZINE;en;http://books.google.com/books/content?id=CCoDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Science fiction;an introduction ...;L. David Allen|James Lamar Roberts;Cliff Notes;1973-07;;;187;Literary Collections;BOOK;en;http://books.google.com/books/content?id=BpINAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Science journalism;Periodismo cientifico; [a selection of papers;Pan American Union. Dept. of Scientific Affairs;;1963;;;52;Language Arts & Disciplines;BOOK;es;http://books.google.com/books/content?id=-IBHAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Biomaterials Science;An Introduction to Materials in Medicine;Buddy D. Ratner;Academic Press;2013;9780123746269;0123746264;1519;Medical;BOOK;en;http://books.google.com/books/content?id=C2CvuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Popular Science;;;;1997-10;;;138;;MAGAZINE;en;http://books.google.com/books/content?id=hVcEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1953-03;;;294;;MAGAZINE;en;http://books.google.com/books/content?id=xywDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Análisis microeconómico;;Hal R. Varian;;1986;9788478585540;8478585540;412;;BOOK;en;;;;;;;
Feeling Good;The Science of Well-Being;C. Robert Cloninger M.D.;Oxford University Press;2004-05-06;9780198021841;0198021844;400;Medical;BOOK;en;http://books.google.com/books/content?id=aJYNQ_zQiCMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;1745.91;ARS;1222.14;ARS
Tratado de Medicina Cardiovascular;;Eric J. Topol|Robert M. Califf|Eric N. Prystowsky, M.D.|Jame D. Thomas, M.D.|Paul D. Thompson;Lww;2008-06-01;9788496921054;8496921050;1628;Medical;BOOK;es;http://books.google.com/books/content?id=rBKSJAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Competition Science Vision;;;;2003-03;;;136;;MAGAZINE;en;http://books.google.com/books/content?id=_ugDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
La memoria del agua;;Emmi Itäranta;B DE BOOKS;2014-06-11;9788490198179;8490198179;304;Fiction;BOOK;es;http://books.google.com/books/content?id=svbwAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;279.99;ARS;279.99;ARS
Complexity;The Emerging Science at the Edge of Order and Chaos;M. Mitchell Waldrop;;1994-01;9780140179682;0140179682;380;Chaotic behavior in systems;BOOK;en;http://books.google.com/books/content?id=uiCiQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;4.5;3;;;;
Tras el grito;un relato revolucionario y sorprendente sobre la verdadera historia de la guerra contra las drogas;Johann Hari;Grupo Planeta (GBS);2015;9788449331251;8449331250;446;Literary Collections;BOOK;es;http://books.google.com/books/content?id=xyTKCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;;;;
Competition Science Vision;;;;2006-01;;;136;;MAGAZINE;en;http://books.google.com/books/content?id=zucDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Ignorance;How It Drives Science;Stuart Firestein;Oxford University Press;2012-04-23;9780199828081;0199828083;208;Science;BOOK;en;http://books.google.com/books/content?id=4NBoAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;2;772.95;ARS;541.06;ARS
Developmental Science;An Advanced Textbook, Sixth Edition;Marc H. Bornstein|Michael E. Lamb;Psychology Press;2010-10-04;9781136936579;1136936572;760;Education;BOOK;en;http://books.google.com/books/content?id=3pN5AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Una verdad incomoda / An Inconvenient Truth;La crisis planetaria del calentamiento global y como afrontarla/ The Planetary Emergency of Global Warming and What We Can Do About It;Albert Gore;Gedisa Editorial S A;2007;9788497842037;8497842030;325;Nature;BOOK;es;http://books.google.com/books/content?id=6b8vPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Popular Science;;;;1912-03;;;102;;MAGAZINE;en;http://books.google.com/books/content?id=ziEDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1919-01;;;124;;MAGAZINE;en;http://books.google.com/books/content?id=HykDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Environmental Science and Technology;Concepts and Applications;Frank R. Spellman|Nancy E. Whiting;Government Institutes;2006-06-02;9780865870178;0865870179;625;Science;BOOK;en;http://books.google.com/books/content?id=zZoptKa7F0IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Competition Science Vision;;;;2001-12;;;136;;MAGAZINE;en;http://books.google.com/books/content?id=gugDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;1;;;;
Historias de Winny de Puh;;A. A. Milne;;2006;9788477025573;8477025576;416;Comics & Graphic Novels;BOOK;es;http://books.google.com/books/content?id=kA_WGAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;5;1;;;;
La señora Frisby y las ratas de Nimh;;Robert C. O'Brien|Marina Seoane;Ediciones Sm;1985;9788434816015;8434816016;195;American fiction;BOOK;en;http://books.google.com/books/content?id=KxQnSgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Popular Science;;;;1974-03;;;176;;MAGAZINE;en;http://books.google.com/books/content?id=jWlaIWwcsiwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1911-11;;;102;;MAGAZINE;en;http://books.google.com/books/content?id=0yEDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Popular Science;;;;1918-01;;;174;;MAGAZINE;en;http://books.google.com/books/content?id=jygDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Science Quest 7;;;Pearson Education India;;9788131708200;8131708209;0;;BOOK;en;http://books.google.com/books/content?id=IEfDWd7KHwkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
