Titulo;Subtitulo;Autores;Editorial;Fecha_Publicacion;ISBN_13;ISBN_10;Paginas;Categorias;Tipo;Lenguaje;Imagen;Rating;Opiniones;Precio_Lista;Moneda_Lista;Precio_Venta;Moneda_Venta
Network Programming & Management;;V.S.Bagad|I.A.Dhotre;Technical Publications;2009-01-01;9788184317565;8184317565;164;Computer networks;BOOK;en;http://books.google.com/books/content?id=KDJMFW-hVxsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Programming Multi-Agent Systems;Fifth International Workshop, ProMAS 2007 Honolulu, HI, USA, May 14-18, 2007 Revised and Invited Papers;Mehdi Dastani|Amal El Fallah Seghrouchni|Alessandro Ricci|Michael Winikoff;Springer Science & Business Media;2008-04-29;9783540790426;354079042X;267;Computers;BOOK;en;http://books.google.com/books/content?id=kw5fDwua8QcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Extreme Programming and Agile Methods - XP/Agile Universe 2003;Third XP and Second Agile Universe Conference, New Orleans, LA, USA, August 10-13, 2003, Proceedings;Frank Maurer|XP/Agile Universe 2003 (2003 : New Orleans, La.);Springer Science & Business Media;2003-07-29;9783540406624;354040662X;213;Business & Economics;BOOK;en;http://books.google.com/books/content?id=MW3b04v0HB4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Logic Programming;Proceedings of the 1997 International Symposium;Jan Małuszyński;MIT Press;1997;9780262631808;0262631806;425;Business & Economics;BOOK;en;http://books.google.com/books/content?id=hk14AMQGVSAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Programming Language Pragmatics;;Michael Lee Scott;Morgan Kaufmann;2006;9780126339512;0126339511;875;Computers;BOOK;en;http://books.google.com/books/content?id=TLbvODF1uIEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;;;;
Object-oriented programming with C++;;;Pearson Education India;2004;9788129707659;8129707659;483;C++ (Computer program language);BOOK;en;http://books.google.com/books/content?id=2zxIoli8408C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Theory and Practice of Uncertain Programming;;Baoding Liu;Springer Science & Business Media;2009-03-17;9783540894834;3540894837;202;Business & Economics;BOOK;en;http://books.google.com/books/content?id=Y1ajTDSXJdgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
An Intermediate Guide to SPSS Programming;Using Syntax for Data Management;Sarah Boslaugh;SAGE;2005;9780761931850;0761931856;233;Computers;BOOK;en;http://books.google.com/books/content?id=mf8pEAAzN4gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Careers in Computer Science and Programming;;Jeri Freedman;The Rosen Publishing Group, Inc;2011-01-15;9781448823420;1448823420;80;Juvenile Nonfiction;BOOK;en;http://books.google.com/books/content?id=y-tww-zTjukC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Masterminds of Programming;Conversations with the Creators of Major Programming Languages;Federico Biancuzzi|Chromatic;"O'Reilly Media, Inc.";2009-03-21;9780596555504;0596555504;496;Computers;BOOK;en;http://books.google.com/books/content?id=yB1WwURwBUQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;5;565.45;ARS;395.82;ARS
Functional and Logic Programming;8th International Symposium, FLOPS 2006, Fuji-Susono, Japan, April 24-26, 2006, Proceedings;Masami Hagiya|Philip Wadler;Springer Science & Business Media;2006-04-06;9783540334385;3540334386;298;Computers;BOOK;en;http://books.google.com/books/content?id=gZzLFFZfc1sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Principles of Programming Languages;;Seema Kedar|Sanjay Thakare;Technical Publications;2009-01-01;9788184315776;8184315775;392;;BOOK;en;http://books.google.com/books/content?id=1qkE1_YfMh8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;1.5;2;;;;
iPhone 3D Programming;Developing Graphical Applications with OpenGL ES;Philip Rideout;"O'Reilly Media, Inc.";2010-05-03;9781449390624;1449390625;440;Computers;BOOK;en;http://books.google.com/books/content?id=NxykJ3b-zqwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;753.27;ARS;527.29;ARS
Principles and Practice of Constraint Programming - CP 2007;13th International Conference, CP 2007, Providence, RI, USA, September 25-29, 2007, Proceedings;Christian Bessiere;Springer Science & Business Media;2007-10-11;9783540749707;3540749705;887;Computers;BOOK;en;http://books.google.com/books/content?id=j_aesU5REKgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;5712.38;ARS;3998.67;ARS
Extreme Programming and Agile Processes in Software Engineering;6th International Conference, XP 2005, Sheffield, UK, June 18-23, 2005, Proceedings;Hubert Baumeister|Michele Marchesi|Mike Holcombe;Springer Science & Business Media;2005-06-13;9783540262770;3540262776;338;Computers;BOOK;en;http://books.google.com/books/content?id=fdxSQtqJ5I0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
C Programming: The Essentials for Engineers and Scientists;The Essentials for Engineering and Scientists;David R. Brooks;Springer Science & Business Media;1999-06-04;9780387986326;0387986324;479;Computers;BOOK;en;http://books.google.com/books/content?id=dRXzL87khjgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Evolutionary Programming IV;Proceedings of the Fourth Annual Conference on Evolutionary Programming;John Robert McDonnell|Robert G. Reynolds|David B. Fogel;MIT Press;1995;9780262133173;0262133172;805;Computers;BOOK;en;http://books.google.com/books/content?id=ipiiDmTrJeAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
C++ Programming: Program Design Including Data Structures;;D. Malik;Cengage Learning;2008-03-03;9781423902225;142390222X;1624;Computers;BOOK;en;http://books.google.com/books/content?id=NXH_fbFDfSgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.5;2;;;;
LOGLAN '88 - Report on the Programming Language;;Antoni Kreczmar|Andrzej Salwicki|Marek Warpechowski;Springer Science & Business Media;1990-03-07;9783540523253;3540523251;135;Computers;BOOK;en;http://books.google.com/books/content?id=PDdA8uxOiYMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Pair Programming Illuminated;;Laurie Williams|Robert R. Kessler;Addison-Wesley Professional;2003;9780201745764;0201745763;265;Computers;BOOK;en;http://books.google.com/books/content?id=LRQhdlrKNE8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;;;;
Multi-Agent Programming;Languages, Platforms and Applications;Rafael H. Bordini|Mehdi Dastani|Jürgen Dix|Amal El Fallah Seghrouchni;Springer Science & Business Media;2005-07-29;9780387245683;0387245685;296;Computers;BOOK;en;http://books.google.com/books/content?id=1V1P2_4U7pwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;1;;;;
Internet Programming;;A.A. Puntambekar;Technical Publications;2009-01-01;9788184314403;818431440X;455;;BOOK;en;http://books.google.com/books/content?id=0qwN1YN0ergC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;3;;;;
Genetic Programming;On the Programming of Computers by Means of Natural Selection;John R. Koza|John R.. Koza;MIT Press;1992;9780262111706;0262111705;819;Computers;BOOK;en;http://books.google.com/books/content?id=Bhtxo60BV0EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;2;;;;
Programming Interactivity;A Designer's Guide to Processing, Arduino, and Openframeworks;Joshua Noble;"O'Reilly Media, Inc.";2009-07-21;9781449379193;1449379192;736;Computers;BOOK;en;http://books.google.com/books/content?id=STXR9vCXs5YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.5;3;;;;
The Gödel Programming Language;;Patricia Hill|John Wylie Lloyd;MIT Press;1994;9780262082297;0262082292;348;Computers;BOOK;en;http://books.google.com/books/content?id=AYYWhZxwmw4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Absolute Beginner's Guide to Programming;;Greg M. Perry;Que Publishing;2002;9780789729057;0789729059;416;Computers;BOOK;en;http://books.google.com/books/content?id=usBplwsJejQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;2.5;2;;;;
Sams Teach Yourself Game Programming in 24 Hours;;Michael Morrison;Sams Publishing;2003;9780672324611;067232461X;488;Computers;BOOK;en;http://books.google.com/books/content?id=herTOT2QVWoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;5;;;;
Visual Programming;;A.A.Puntambekar;Technical Publications;2009-01-01;9788184315653;8184315651;560;;BOOK;en;http://books.google.com/books/content?id=XA65W1nMfjQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Logic Programming;Proceedings of the 1999 International Conference on Logic Programming;Danny De Schreye;MIT Press;1999;9780262541046;0262541041;450;Computers;BOOK;en;http://books.google.com/books/content?id=b_xVxO2ZuNMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Programming Mobile Devices;An Introduction for Practitioners;Tommi Mikkonen;John Wiley & Sons;2007-02-06;9780470061060;0470061065;244;Technology & Engineering;BOOK;en;http://books.google.com/books/content?id=a9niQ5WhzgoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;3924.54;ARS;2747.18;ARS
The Data Parallel Programming Model;Foundations, HPF Realization, and Scientific Applications;Guy-Rene Perrin|Alain Darte;Springer Science & Business Media;1996-09-11;9783540617365;3540617361;284;Computers;BOOK;en;http://books.google.com/books/content?id=sp6hpGGSc9gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Principles and Practice of Constraint Programming;Second International Workshop, PPCP '94, Rosario, Orcas Island, WA, USA, May 2 - 4, 1994. Proceedings;Alan Borning;Springer Science & Business Media;1994-10-12;9783540586012;3540586016;360;Computers;BOOK;en;http://books.google.com/books/content?id=vVpsyd5gs9kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;;;;
Multiobjective Programming and Goal Programming;Theoretical Results and Practical Applications;Vincent Barichard|Xavier Gandibleux|Vincent T'Kindt;Springer Science & Business Media;2009-01-30;9783540856450;3540856455;298;Business & Economics;BOOK;en;http://books.google.com/books/content?id=pu0tauR6iF0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Genetic Programming IV;;John R. Koza|Martin A. Keane|Matthew J. Streeter|William Mydlowec|Jessen Yu|Guido Lanza;Springer Science & Business Media;2003-07-31;9781402074462;1402074468;590;Computers;BOOK;en;http://books.google.com/books/content?id=vMaVhoI-hVUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Programming With Java:A Primer 3E;;Balagurusamy;Tata McGraw-Hill Education;2006-12-01;9780070617131;0070617139;490;Java (Computer program language);BOOK;en;http://books.google.com/books/content?id=uYKYS_kH_YcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;47;;;;
S Programming;;William Venables|William N.. Venables|B.D. Ripley;Springer Science & Business Media;2000-04-20;9780387989662;0387989668;264;Computers;BOOK;en;http://books.google.com/books/content?id=-rKWRH0fglMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;2;;;;
Handbook of Logic in Artificial Intelligence and Logic Programming: Volume 5: Logic Programming;;Dov M. Gabbay|C. J. Hogger|J. A. Robinson;Clarendon Press;1998-01-08;9780191546280;0191546283;814;Computers;BOOK;en;http://books.google.com/books/content?id=d2_i0qeP6yUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;15694.06;ARS;10985.84;ARS
Logic Programming;24th International Conference, ICLP 2008 Udine, Italy, December 9-13 2008 Proceedings;Maria Garcia Banda|Enrico Pontelli;Springer Science & Business Media;2008-12-02;9783540899815;3540899812;826;Computers;BOOK;en;http://books.google.com/books/content?id=DOcC0cwYpGkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Guidance for Cost Estimation and Management for Highway Projects During Planning, Programming, and Preconstruction;;Stuart D. Anderson|Keith Robert Molenaar|Cliff J. Schexnayder;Transportation Research Board;2007-01-01;9780309098755;0309098750;97;Highway planning;BOOK;en;http://books.google.com/books/content?id=CiN5RdBapCoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Discrete and Fractional Programming Techniques for Location Models;;A. I. Barros;Springer Science & Business Media;1998-04-30;9780792350026;0792350022;180;Mathematics;BOOK;en;http://books.google.com/books/content?id=fyw2oa4qT-8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Integration of AI and OR Techniques in Constraint Programming for Combinatorial Optimization Problems;6th International Conference, CPAIOR 2009 Pittsburgh, PA, USA, May 27-31, 2009 Proceedings;Willem-Jan van Hoeve|John N. Hooker;Springer Science & Business Media;2009-05-06;9783642019289;3642019285;332;Business & Economics;BOOK;en;http://books.google.com/books/content?id=CLRp0sfArdMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Programming Language Implementation and Logic Programming;6th International Symposium, PLILP '94, Madrid, Spain, September 14 - 16, 1994. Proceedings;Manuel Hermenegildo;Springer Science & Business Media;1994-08-24;9783540584025;3540584021;468;Computers;BOOK;en;http://books.google.com/books/content?id=Q4i5edW7IyQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
50 Years of Integer Programming 1958-2008;From the Early Years to the State-of-the-Art;Michael Jünger|Thomas M. Liebling|Denis Naddef|George L. Nemhauser|William R. Pulleyblank|Gerhard Reinelt|Giovanni Rinaldi|Laurence A. Wolsey;Springer Science & Business Media;2009-11-06;9783540682790;3540682791;804;Mathematics;BOOK;en;http://books.google.com/books/content?id=bUJc_weiYfkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;4284.17;ARS;2998.92;ARS
Prin Of Programming Languages;;Buhari;Tata McGraw-Hill Education;;9780070681873;0070681872;0;;BOOK;en;http://books.google.com/books/content?id=xw4bpF2FPq0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Excel 2007 VBA Programming with XML and ASP;;Julitta Korol;Jones & Bartlett Learning;2009-06-23;9781449633523;1449633528;879;Computers;BOOK;en;http://books.google.com/books/content?id=SeYyvsrBW_AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.5;2;;;;
Principles and Practice of Declarative Programming;International Conference, PPDP'99, Paris, France, September, 29 - October 1, 1999, Proceedings;Gopalan Nadathur;Springer Science & Business Media;1999-09-15;9783540665403;3540665404;442;Computers;BOOK;en;http://books.google.com/books/content?id=Skdlivv48uYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Java Programming with Oracle JDBC;;Donald Bales;"O'Reilly Media, Inc.";2002;9780596000882;059600088X;477;Computers;BOOK;en;http://books.google.com/books/content?id=r13SMVABpx4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
An Introduction to Programming Using Alice 2.2;;Charles W. Herbert;Cengage Learning;2010-08-13;9780538478663;0538478667;304;Computers;BOOK;en;http://books.google.com/books/content?id=5ahpwA3YNv8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Practical Database Programming With Visual C#.NET;;Ying Bai;John Wiley & Sons;2010-04-27;9780470567838;047056783X;800;Computers;BOOK;en;http://books.google.com/books/content?id=2phfFKM8hyoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;5388.29;ARS;3771.8;ARS
Dynamic Programming;Foundations and Principles, Second Edition;Moshe Sniedovich;CRC Press;2010-09-10;9781420014631;1420014633;624;Business & Economics;BOOK;en;http://books.google.com/books/content?id=KtSVtDs5yFYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;2227.61;ARS;1762.69;ARS
Genetic Programming;First European Workshop, EuroGP'98, Paris, France, April 14-15, 1998, Proceedings;EuroGP;Springer Science & Business Media;1998-03-25;9783540643609;3540643605;232;Computers;BOOK;en;http://books.google.com/books/content?id=YswrYS2jDIcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Programming Distributed Systems;;H. E. Bal;Silicon Press;1990;9780929306056;0929306058;282;Computers;BOOK;en;http://books.google.com/books/content?id=LMg_ZL7CLAAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;;;;
Concepts, Techniques, and Models of Computer Programming;;Peter Van-Roy|Seif Haridi;MIT Press;2004;9780262220699;0262220695;900;Computers;BOOK;en;http://books.google.com/books/content?id=_bmyEnUnfTsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3.5;6;;;;
Guide to Assembly Language Programming in Linux;;Sivarama P. Dandamudi;Springer Science & Business Media;2005-07-15;9780387258973;0387258973;545;Computers;BOOK;en;http://books.google.com/books/content?id=wS4EG0GyKXUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;2;;;;
JavaTM Programming: From Problem Analysis to Program Design;;D. Malik;Cengage Learning;2009-04-02;9781439035665;1439035660;1016;Computers;BOOK;en;http://books.google.com/books/content?id=fwloDOrkDXAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3.5;3;;;;
Cooperative and Noncooperative Multi-Level Programming;;Masatoshi Sakawa|Ichiro Nishizaki;Springer Science & Business Media;2009-06-18;9781441906762;1441906762;250;Business & Economics;BOOK;en;http://books.google.com/books/content?id=SIn7_AhIqsoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;7364.35;ARS;5155.04;ARS
Programming in Objective-C;;Stephen G. Kochan;Addison-Wesley Professional;2011-06-10;9780321712158;0321712153;704;Computers;BOOK;en;http://books.google.com/books/content?id=WM7aTX2hr7EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.5;8;1299.24;ARS;909.47;ARS
Theory of Linear and Integer Programming;;Alexander Schrijver;John Wiley & Sons;1998-07-07;9780471982326;0471982326;484;Mathematics;BOOK;en;http://books.google.com/books/content?id=zEzW5mhppB8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Practical IDL Programming;Creating Effective Data Analysis and Visualization Applications;Liam Edward Gumley;Morgan Kaufmann;2002;9781558607002;1558607005;508;Computers;BOOK;en;http://books.google.com/books/content?id=aRm8bKNqGAoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;1;;;;
Extensions of Logic Programming;5th International Workshop, ELP '96, Leipzig, Germany, March 28 - 30, 1996. Proceedings.;Roy Dyckhoff|Heinrich Herre|Peter Schroeder-Heister|Professor of Logic and Philosophy of Language Peter Schroeder-Heister;Springer Science & Business Media;1996-03-13;9783540609834;3540609830;318;Computers;BOOK;en;http://books.google.com/books/content?id=9sW3JsG8zIUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
ECOOP '92. European Conference on Object-Oriented Programming;Utrecht, The Netherlands, June 29 - July 3, 1992. Proceedings;Ole Lehrmann Madsen;Springer Science & Business Media;1992-06-16;9783540556688;3540556680;426;Business & Economics;BOOK;en;http://books.google.com/books/content?id=yzAmpCoZaG0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
